label,text
request,Podria arreglar el tablón que squeaka en el dormitorio?
request,Estava preguntant si no t’avellàs un moment per ajudar-me.
request,Seria un poco de molomia baixar un poco el calor?
request,Podria haver la posibilidad de sentarme junto a usted en el banco?
request,Acaso tienes un bolígrafo de repuesto que pudiera pedir prestado?
request,"Podria interrompier-me per haver-me de pedir un vaso d'aigua, per favor?"
request,Seria amable de leerlo una vez más por mí?
request,Podria preguntarle si me pudiera vigilar los objetos por un momento?
request,"Aceptais, per favor, les seves disculpes per el inconvenient?"
request,Podría preguntarle sobre su disponibilidad este fin de semana que viene?
request,Podria veure si era possible aprovar aquesta petita petició?
request,Quedaria disposat a mover la nostra cita a l'última-vuesa-merda?
request,Seria molt gràcies si podieseu respondre ja amb el mercat.
request,Què vols que faci aquests resultats preliminaris?
request,"Podria movern-me al vuit al llarg de la fila, per favor?"
request,Pius puc ser tan atreït com a proponer una solució alternativa?
request,No t’importaria terribilment si traia un col·legue amb acompanyem-te?
request,Podría suplicarle que me prestara una mano?
request,Seria amable de guardar el ascensor para mí?
request,Podeu quinquet no fumar dins de aquesta zona designada?
request,Podria fer-me l'honor d'assistat a aquesta cerimònia?
request,Podría preguntarle si me concedería unos momentos de su valioso tiempo?
request,Seria amable de considerar mi propuesta?
request,Podría pedirle una pequeña favor?
request,Què vols que revisés aquest resum abans de que s’emení?
request,Crec que pot suggerir-li que faciem una breu pausa abans de continuar?
request,Seria possible que baixasses un poco la voz?
request,Podria haver alguna posibilidad de que en el seu cor me perdoara?
request,Seria amable de accedir a aquest petit signe?
request,Podria ser humill i demanar la seva guia per a aquest tema?
request,Podría preguntarle por las indicaciones para la salida más cercana?
request,Podrías hacerme un favor y dejar estas cartas para mí?
request,No t’interèssi ajudar-me amb una cosa ràpida?
request,"Podria revisar de nuevo que para mí muy rápido, por favor?"
request,Podrías enviarme un mensaje de texto cuando estés en camino?
request,Què vols que faciem? Beure un cafè i parlar del tema.
request,Podes avisarme antes de partir?
request,Podes vigilar las cosas mientras salgo?
request,No t’interèssi canviar de turnos amb aigua aquesta fredada?
request,"Podria passar un rató amb això per a l'instant, per favor?"
request,Podria fer-me una copia de seguretat de això quan preguntin?
request,Què vols que faci de prorrogar-me el teu carregador un botig de més?
request,Podria passar-me un cafè mentre està fent-ho?
request,Podes enviarme ese enlace que mencionaste antes?
request,No molesta si me lo repites una última vez?
request,"Podria incloure-me en ese hilo, per favor?"
request,Podria fer-me un favor i no mencionar-ho a ningúna?
request,"Querreria que me diera una mano con esto más tarde, ¿está de acuerdo?"
request,Podria fer-me una mica de favor i enviar-me un ping quan tinguis oportunitat?
request,Podrías cubrir el recibo y te pagaré mañana?
request,Què vols que faciem? Pushing the meeting back an hour?
request,Podria confirmar si el informe ha sido recibido?
request,Podria venir aquí a las 21:30?
request,Podeu deixar-me um momento da vossa atenção exclusiva?
request,Podria comprovar si el formulari es va relllenar correctament?
request,Podria contactarles en nombre meu?
request,No t’interèssi donar-me una actualització rápida del estado?
request,Quedo a su disposición para recordarle la fecha límite a finales de la semana.
request,Podes garantir que todos tengan una copia del programa?
request,Podria garantir que el contrato se firma antes de que cierre el día laborable?
request,Seria possible que permanecies un poco más tarde para terminar esto hoy?
request,Podeu fer-me una pregunta per a reconsiderar la seva decisió sobre aquest tema?
request,Podria ajudar-me a entendre per què s'ha emprat això?
request,Podria indicar-me la dirección correcta aquí?
request,No t’interèssi fer un pas a l’extrem per una paraula?
request,Podeu interrompre-me per un simple següent?
request,Podeu fer-ho passar per la juridia abans de continuar?
request,Podria obtenir la aprobación de la dirección para este cambio?
request,Ser-ia capaç de relllena una presentació breu?
request,Podeu deixar-me saber que mantenha esta conversa confidencial?
request,És possible que tots estiguin de accords abans de la data límite?
request,Podria haver-me de tornar a llapar-vos quan vinguin al vostre més preu.
request,Seria possible que estigués disponible para ayudar con la configuración esta tarde?
request,Podeu deixar-me emprestar as vossas notas da última sessão?
request,"Podes mostrar-me dónde está la entrada principal, por favor?"
request,Podria ajudar-me a relllenar aquest formulari correctament?
request,No tindries a explicar-me els termes i condicions?
request,"Podeu fer’m una pregunta? Si, si, si. Per favor, puc fer una pregunta? Podria fer’m una pregunta?"
request,Podria organitzar-me una visita breve a la instalación?
request,Podria dir-me a qui ha de contactar per a aquesta matèria?
request,Seria amable de responder antes de final de día?
request,Podeu deixar-me saber se pretendem que isto seja mantido fora do registo?
request,Podria confirmar-me el moment i el lloc de la reunió?
request,Poderia compartir sus notas de la llamada de conferencia?
request,Podria fer-me una traduccció de la següent frase?
request,Podeu suggerir que revisitemos este tema la semana que viene?
request,Podrías pasar por mi oficina cuando tengas un momento libre?
request,Podria fer-me una estimació sincera de aquesta proposta?
request,No tinguéssiu moltes preocupades mentre et procuréssi una persona per ajudar-vos?
request,Podría atrevernos a señalarle esta importante anécdota?
request,Podes concertar una cita para mí con el director?
request,Podria revisar esto antes de que vaya a la imprenta?
request,Seria possible que viniesse una hora antes el jueves?
request,"Podeu deixar de interromper durante les presentacions, per millor?"
request,Podes informar-me si algo cambia antes de eso?
request,Podria compartir-me la pantalla per que puc seguir-la?
request,No molesta si volés explicar esa última parte una vez más?
request,Podeu utilitzar les facilities de la cocina durant el meu descans?
request,Podrías enviarme un recordatorio un día antes del evento?
request,Podria ser un tant de més específic amb què necessita?
request,Estaria disposto/a a asumir algunas responsabilidades adicionales?
request,Podeu deixar-me um espaço de trabalho tranquilo para o resto do dia?
request,Podria dir-me quin és el temps que normalment té aquest procés?
request,Podria disminuir el tamaño de la fuente en las diapositivas de la presentación?
request,Seria possible que proporcionara una opción vegetariana para el almuerzo?
request,Podeu fer-me una pregunta sobre si poden mover el seu carro del lloc de visitants?
request,"Podeu ajudar-me a calcular o custo total, incluindo impostos?"
request,Podria presentarme al resto del equipo hoy?
request,No tinguéssiu moltes preocupades si esperessin més cinc minuts més?
request,Podeu deixar-me usar para apresentar os meus resultados?
request,Podría garantir que la sala esté preparada antes de que todos lleguen?
request,Podria buscar los archivos de la sala de archivos por mí?
request,Podria confirmar el domicilio de entrega en el formulario?
request,Podeu dir-me si podem fer que tots els telefoons escandiguin al mode silençat?
request,Podria ajudar-me a localitzar la versió original de este documento?
request,Podria assegurar-se de que esta tarea se complete para el final del partido?
request,No t’interèssi fer una doble comprobació aquí de les meves càlcutes?
request,Posso reservar un lugar en el aparcamiento para mañana?
request,Podria passar por aquí a recoger algunos productos de alimentación?
request,Podria recoger mi paquete en la recepción cuando llegue?
request,Seria possible que viniesse amb a me a la cita?
request,Podeu fer-me una pregunta sobre la que acaben d’haureu?
request,Podria recomanar un fontaner digne de confiança al carrer?
request,Podria apagar los regadíos del jardín cuando se vaya?
request,No t’interèssi ajudar-me a transportar estas cajas a llavóra?
request,Podeu fer-me una pregunta més tard aquesta setmana?
request,Podria preguntar a los vecinos si pueden mantener su perro más tranquilo por la noche?
request,Podria deixar-me saber o que pensa sobre esta ideia?
request,Quedaria disposat a comprometoureu amb aquesta específica qüestió?
request,Podeu fer-me una pregunta per a que prenen urgentment a aquesta matèria?
request,Podes confirmar si los fondos se han transferido con éxito?
request,Podria fer-me una cortesia i confirmar aquest correu electrònic perquè tingués una constància de que l'habre rebé?
request,Podria enviar el contrato para su revisión?
request,Podeu quin em paciència mentre investiguem més a fons?
request,Podria organitzar que el teatre participés a la conferència?
request,Podria garantir que se siguen correctamente todos los procedimientos de seguridad?
request,No t’interèssi fer-nos saber un poc més a l’avant?
request,Podeu fer-me una pregunta sobre les principals riscos en la seva evaluació?
request,Podria reduir la quantitat de argòtic en aquest document?
request,Podria programar una demostración del nuevo software para el equipo?
request,Podria respondereu al client abans del final del dia?
request,Podeu quin em mantenem la reunió en menys d'una hora?
request,Podria deixar-me saber a sua decisão até ao final do dia?
request,Quedaria disposat a proporcionar una referencia de carácter per a mi?
request,Podeu haver-me d’accés al màgic del màgic per a aquest projecte?
request,Podrías conseguir que alguien revise la impresora averiada?
request,Podria poner esto en mi cuenta y pagaré más tarde?
request,No tinguéssiu moltes preocupades si moviaven un poc perquè pogués sentar-me?
request,"Podeu deixar-me um lugar na janela do voo, por favor?"
request,Podrías pedir al chef que prepare la mía sin frutos secos?
request,Podria deixar que alguien sepa que estoy esperando en la recepción?
request,"Podria enviar-me, per favor, el número de seguimiento del meu pedido?"
request,Podeu deixar-me um momento para recolher os meus pensamentos?
request,Podrías enviarme el programa por correo electrónico al menos un día antes?
request,Podria confirmar si la reunió es cosa de seguir adelante?
request,Podria donar-me una actualització del progreso?
request,Podeu quinqueure que tots els comentaris siguin fonamentats de manera constructiva?
request,Podrías atender mis llamadas durante los próximos treinta minutos?
request,Podes d’acord a que t’dej un par de dies per pensar-ho?
request,No t’interèssi en reencaminar a ningú més aquest correu electrònic?
request,Podes disculpar-me de la próxima sesión de trabajo en equipo?
request,Podria comprovar si el contracte inclou una clau de garantia?
request,Podria incloure el meu nom a la llista d'invitatges?
request,Seria amable de avisarme con antelación?
request,Podeu donar-me la llista d’ingredients per a aquell plat?
request,Podrías llevar el papeleo a mi oficina cuando esté listo?
request,Podria ofrecer un descuento para estudiantes en esta compra?
request,No molesta si volésis leer las instrucciones una vez más?
request,puc parlar amb algú que pot autoritzar això?
request,Podria donar-me una cita escrita per al treball?
request,Podria deixar-me assistir à próxima sessão de formação?
request,Podria contactar-me por correo electrónico en su lugar?
request,Posso obtenir les detalls de contacte directes del gestora?
request,Podes confirmar si se han tenido en cuenta mis necesidades dietéticas?
request,Podria enviar el paquete por correo certificado?
request,Ser-ia capaç de reduir el importo del pagament mensal?
request,Podeu fer-me una sol·licitació per a una actualització de lloc a classe executiva?
request,Podeu reservar els vols per tot el grup?
request,Podria establecer un recordatorio para la reunión de revisión el próximo mes?
request,No tinguéssiu objeccions a fer aquesta enquesta sobre la seva experiència?
request,Podeu fer-me una pregunta sobre el projecte de la revisió de el meu rendiment?
request,Podría garantir que la factura coincida con la solicitud de compra?
request,Podria ajudar-me a encontrar el error en esta fórmula?
request,Seria possible que fos disponible per co-presentar-me amb ell al esdeveniment?
request,Podeu haver la seva firma en aquest formular de consentiment?
request,Podes cerrar la puerta cuando te vayas esta noche?
request,Podria avisarme si la situació cantiga?
request,No t’interèsar de dedicar cinc minuts per discutir alguna cosa?
request,Podeu dir-me si podem rever esta decisão no próximo trimestre?
request,Podrías enviar la propuesta revisada una vez que esté terminada?
request,Podria trobar un lloc més tranquil·le per a la nostra conversa?
request,Quedaria disposat a assumir el rol de responsable del projecte?
request,Podeu dir-me més claritat sobre els criteris de performance?
request,Podria organitzar una reunió individual amb mig aquesta semana?
request,Podria ampliar la garantía de este producto?
request,No molesta si me indica a alguien que pueda ayudarme.
request,"Podes, si't's all right, parlar un poco más despacio, por favor?"
request,Podes indicarme si hay productos alternativos?
request,Podria donar-me un resum de tot el que s'ha discutat?
request,Podria avisarme abans de realitzar qualsevol canvi?
request,Podeu fer-me una pregunta sobre si poden comprovar de nou les mesures?
request,Podria ajudar-me a entendre el petit cabell de aquest contracte?
request,Podria firmar el document i enviar-lo de nou avui?
request,No t’interèssi fer-me una referència de caracter?
request,"Podeu fer’m una pregunta? Per favor, puc fer que tothom copie a les altres de la correspondència?"
request,Podria cancelar el seu calendari per a la reunió d'emergència?
request,Podria mediar con el otro departamento en mi nombre?
request,Ser-ia possible enviar el paquet per correu express?
request,Podeu enviar-me os dados de contacto do gestor de conta?
request,"Podria enviar el archivo de nuevo en otro formato, por favor?"
request,Podria preparar una analàtic de costos i benefici per a aquesta proposta?
request,No us importa confirmar la dirección en la nota de entrega?
request,Podeu quinqueixar que s’documentin totes les comunicacions?
request,Podria organitzar que algú reubiqui el echipament?
request,Podria mostrar-me com utilitzar la nova interfície del program des del teli?
request,Quedaria disposat a fer una presentació breu al grup?
request,Podeu deixar o vosso casaco e eu vou levá-lo até ao vosso assento?
request,Podria donar-me alguns més exemples per il·lustrar el punt?
request,Podria repetir una vez más los puntos clave?
request,No t’interèssi disminuir la complejidad de este informe?
request,"Podeu quin puc, trauret aquesta matèria amb discreció?"
request,Podria coordinar la logística del evento fuera del lugar?
request,Podria escriure una breu biografia per el lloc web de la empresa?
request,Seria possible per a una reunion informal aquesta semana?
request,Podeu ampliar-me un breve período de tempo para a minha avaliação de subscrição?
request,Podes garantir que las diapositivas se suban antes de la sesión?
request,Podria destacar-nos les modificacions que s’han fet des de la versió anterior?
request,Seria amable de explicarme su proceso?
request,Podeu fer-me una altra cita per comparar?
request,Podria deixar saber a los invitados sobre el cambio de lugar?
request,Podria informar a las partes interesadas sobre la nueva política?
request,No t’importi rellena aquest breu formulari de feedback.
request,Podeu quinque una reunió amb el consell per a aquesta qüestió?
request,Podríeis proporcionar pruebas que respalden esta afirmación?
request,Podria contactar al proveedor sobre los productos defectuosos?
request,Seria possible reprogramar la visita de inspección?
request,Podeu dir-me com va ser presa aquesta decisió?
request,Podria intentar perseguir al client per la factura pendiente?
request,Podria dedicar més recursos a aquest projecte?
request,Quedaria disposat/a a compartir la seva experiència sobre aquest tema?
request,Podeu donar-me un mapa de les portes de fuga de emergència del edifici?
request,Podes garantir que todos hayan firmado el registro de asistencia?
request,Podria fer-me el seu feedback honesto sobre aquesta presentació?
request,No tindries preocupació si fa una introducció per email?
request,Podeu fer’m una pregunta per a que actualitzin la base de coneixement amb aquesta solució?
request,Podeu marcar una debriefa després del esdeveniment?
request,Podria ajudar-me a establecer un cronograma realista para esto?
request,Ser-ia capaç de liderar aquesta iniciativa?
request,Podeu haver-me uma conversa discreta entre nós?
request,Podes garantir que el lugar tenga acceso para sillas de ruedas?
request,Podria parlar amb el propietari del càrter sobre el problema del calefàcte?
request,No t’interessa hacer suficientes copias para todos?
request,Podeu dir-me si és possible que la gestió d'aquest problema es escali fins a un nivell superior?
request,Podría garantir que los datos se animenlizaran antes de compartirlos?
request,Podria proporcionar una traducción de este documento legal?
request,Seria possible que fos tu per ser un testimoni per a mi?
request,Podeu quin pregunto si se pueden atenuar las luces para la presentación?
request,Podria seguir el desenvolupament de les activitats pendents?
request,Podria guardar un registro de estas decisiones para nuestros archivos?
request,No molesta si ajusta el idioma predeterminado a inglés?
request,Podeu dir-me si pot reduir el nivell de ruid en el oficin?
request,Podría designar a alguien para gestionar la cuenta de redes sociales?
request,Podria negociar mejores condiciones con el vendedor?
request,Quedaria disposat d'aprobació per al meu perfil professional?
request,Podría tener la oportunidad de dirigirme directamente al equipo?
request,Podria dirigir aquesta consulta al departament appropriat?
request,Podria organitzar un almorz amb el teatre abans de que acabi el projecte?
request,No t’interessa gestionar la correspondencia mientras estoy ausente?
request,Podeu quin pregunto que el servicio se restablezca de inmediato?
request,Podría confirmar la cantidad mínima de pedido para este producto?
request,Podria adjuntar els documents justificatius pertinents al correu electrònic?
request,Podria presentar los resultados en la próxima reunión del consejo?
request,"Podeu quinqueixar-se al telefon durant aquest període, per millor?"
request,Podrías ponerte en contacto con el departamento de TI para que me restablezcan mis derechos de acceso?
request,Podria organitzar per que el equipament rompidou es reembalee?
request,No t’interèssi fer-me una visita guiada al procés?
request,Podeu haver-me permissão para partilhar estes dados com partes interessadas externas?
request,Podeu ajudar-me a redigir uma resposta a esta queixa formal?
request,Podria proporcionar una nota informativa antes de la reunión con los interesados?
request,Seria possible que faci el rapport més accessible per a no especialistes?
request,Podeu enviar la versió final per aquí abans del mercuri a la una de la tarda?
request,Podria organitzar una cobertura per les meves classes mentre assista a la conferència?
request,Podria detallar els següents passos després de aquesta decisió?
request,No t’interessa anotar los puntos clave para mí?
request,Podeu fer-me una rogativa d'un disculpa formal per escrito per a aquest error?
request,Podría hacer las correcciones necesarias y volver a enviar el formulario?
request,Podria processar aquesta reclamació de despesa al seu lloc més pròxim possible?
request,Seria amable de reconocer mi contribución en el informe?
request,Podes preguntar si el contrato ha de ser revisado primero por nuestro equipo legal?
request,Podes veure si algú està disponible per ajudar-me aquesta tarda?
request,Podria configurar un recordatorio automático para la reunión recurrente?
request,Quedaria disposat a tenir els minuts de la reunió d'hores vindents?
request,Podeu enviar-me uma cópia impressa do certificado para os meus registos?
request,Podria actualitzar-me sobre el estat actual de la meva candidatura?
request,Podria organitzar els arxivers en màscles etiquetats?
request,Seria possible afegir subtítols al vídeo per a l'accessibilitat?
request,Podeu quin pregunto que se obtengan todas las aprobaciones antes de proceder?
request,Podria fer les modificacions necessàries basant-se en el feedback?
request,Podria dirigir la cuestión a la atención de la autoridad competente?
request,No molesta preparar un breve resumen ejecutivo de la propuesta?
request,Podeu fer-me una pregunta per a prioritzar aquesta tasca?
request,Podríeis hablar con el proveedor sobre los retrasos en la entrega?
request,Podria recordar al equipo del acuerdo de confidencialidad?
request,Seria possible que estigués disponible per a donar suport durant la presentació al client?
request,Podría solicitar que la sesión comience quince minutos antes?
request,Podes garantir que todes ha completat la formació obligatori?
request,Podria proporcionar una estimació de costos per a les modificacions propues?
request,No t’interèssi fer-ho seguí si no retemos resposta?
request,Podeu dir-me si és possible que s’abati aquesta situació fora del procés habitual?
request,Podria mantenir-me informat del desenvolupament de aquest cas?
request,Podria clarificar el ambit del treball abans de començar?
request,Quedaria disposat a presentar una solicitud formal per meu compte?
request,Podeu dir-me si podem corregir i reeditar la factura?
request,Podría conseguir las firmas necesarias antes del lanzamiento?
request,Podria investigar por qué sigue ocurriendo este error?
request,Podria organitzar un intérprete per la reunió?
request,Podeu quin pregunto si se puede redirigir la entrega a una dirección diferente?
request,Podes garantir que el informe esté formateado de manera consistente en todo?
request,Podria organitzar que s’enviasse una peça de recambio de inmediato?
request,No molesta si se queda con la mesa para nosotros durante otros diez minutos?
request,Podeu dir-me si podeu informar-me sobre el equipo antes do anuncio?
request,Podríeis contactar con los participantes y confirmar su asistencia?
request,Podria configura una respuesta fuera de oficina en mi nombre?
request,Quedaria disposat a actuar com el punt de contacte mentre viajo?
request,Podeu fer-me una aproba per continuar amb la fase següent?
request,Podria instruir als curadores perquè deixin el paquet amb un veïnol?
request,Podria garantir que todos los interesados estén alineados con el cronograma?
request,No tindries preocupació compartir els resultats del test amb el conjunt més ampli?
request,Podeu dir-me si es poden prendre mesures per evitar que això es reputi?
request,Podría organizar para que la sala de reuniones se limpie antes de que lleguemos?
request,Podria proporcionar una confirmación escrita de nuestro acuerdo?
request,Ser-ia capaç de facilitar una resolució entre les dues partides?
request,Posso solicitar que mis datos personales sean eliminados de su sistema?
request,Podes garantir que los códigos de acceso se cambien después del proyecto?
request,Podria sintetizar els punts de discussió en un breu correu de seguiment?
request,No molesta si me permite echarle un vistazo antes de que salga?
request,Podeu fer-me una pregunta sobre si es necessari intensificar-ho més enllà de les canals normals?
request,Podría destinar un gestor de cuenta dedicado a nuestra empresa?
request,Podria proporcionar una guía paso a paso sobre cómo completar el proceso?
request,Seria possible que estigués disponible per ajudar amb la següent ronda de entrevistes?
request,Podeu quinqueixar que es canvi el lloc a una ubicació més accessible?
request,Podria fer una nota sobre els problemes pendents per al seguiment?
request,Podria recordarles a todos sobre el código de vestimenta para el evento?
request,Quedaria disposat a reduir el preu si comprometeu-vos a una durat més llarga?
request,Podeu dir-me si és possible que s'initici una investigació formal sobre aquest tema?
request,Podria revisar la evaluación de riesgos i actualitzar-la en conseqüència?
request,Podria hacer que este cambio fuera retroactivo desde el principio del mes?
request,Ser-ia capaç de garantir la teva experiència durant la línia de referència?
request,Podría solicitar que se envíe una copia del informe a todos los asistentes?
request,Podría garantir que las instrucciones estén escritas en un lenguaje sencillo?
request,Podria identificar un sustituto adecuado para este componente?
request,No t’interèssi fer una visita guiada pel oficin al nou reclut per a nosaltres?
request,Podeu fer-me una pregunta? Prioritizem la velocitat per sobre la perfecció aquesta vegada?
request,Podeu tenir algú disponible per emerències durant tot el week-end?
request,Podria enviar un recordatorio a todos antes de la fecha límite?
request,Seria possible ajustar el programa para acomodar las llegadas tardías?
request,Podeu haver-me um breve momento com vós após a reunião?
request,Podria comprovar el inventari abans de situar el següent ordre?
request,Podria compilar una lista de todas las tareas pendientes para su revisión?
request,No t’interessa compartir la pantalla para que pueda seguirme?
polar_question,Vinaré de morir?
polar_question,Estu malat?
polar_question,Són el espanyol i el germà llengües diferents?
polar_question,Volen els avions allà dins?
polar_question,Són les peres fruits rojos?
polar_question,El aspirina i el tylenol són analgésics?
polar_question,Són les peres i les paixes de banana menjarables siques?
polar_question,S'utilitzen els apósits per curar?
polar_question,S'fagen aquí les màquines?
polar_question,S'utilitzen els automóvehicles per circular per el riu?
polar_question,Els chips i els pretzels són salats?
polar_question,Són els horrolls i les bicicletes els que s’utilitzen per dir el temps?
polar_question,El café i el chocolate caliente són apetitosos però no són refrescos.
polar_question,S'utilitzen els ordinadors per afegir el brossatge?
polar_question,Els cangures i els tigres són els únics animals que viuen a la selva.
polar_question,¿Son las moscas y los pinzones insectos pequeños?
polar_question,El futbol i el críquet són tipus de menjar.
polar_question,Seren les fruits i les vegetables són saludables per a consumir?
polar_question,Són les cases més de 50 dòlars?
polar_question,La lasagna i el espargel són plats de origen xinès?
polar_question,Són les iguanes petits?
polar_question,Els muscles són necessaris per movern el nostre cor?
polar_question,Són els músics i els artistes créन्स?
polar_question,S'utilitzen els cuiners per congelar coses?
polar_question,S'utilitzen pintura i sirope per prendre un baquet?
polar_question,S'han fet el cacau en mermelada?
polar_question,S'utilitzen per escriure a un tableau blanc els llapis i els markers?
polar_question,S'utilitzen els col·leus i els colchons per dormir?
polar_question,Són las víboras venenosas?
polar_question,Són les roses arbres de gran altetat?
polar_question,Són les rascolades de gelada de llimona ràpides?
polar_question,Són els calçals al voltant de les sotxes?
polar_question,Serían palas algo que usas para cavar un agujero?
polar_question,Estan els nens a l'escola?
polar_question,"A les llengües ""d"" i ""s"" en la paraula ""dressament""?"
polar_question,Què passa 80 minuts en una hora?
polar_question,Són ells americanos?
polar_question,Estan sentados en fila?
polar_question,Estudem-se molt?
polar_question,Estan visitant París?
polar_question,S'utilitzen els ulls per mantenir-vos humides?
polar_question,¿Son el violó i el piano instruments musicals?
polar_question,Volem provar-ho?
polar_question,Els animals rurals són perigosos?
polar_question,Vols intentar-ho?
polar_question,Tens de fam?
polar_question,Estu buscando las llaves?
polar_question,Estu mal?
polar_question,Pot John llegir?
polar_question,Una mochila puede coger un resfriado?
polar_question,Un cercle pot tenir corners?
polar_question,Un peix pot sobreviure fora de l'aigua?
polar_question,Una tigre pot ser el seu animal de compagnie?
polar_question,Els cerdos poden caminar amb les dues setes?
polar_question,Podeu afegir els dents amb un bot?
polar_question,Podes comprar huevos por docena?
polar_question,Podes conduir un vehicle vistiendo una venda para los ojos?
polar_question,Podes conduir un vehicle sense portar el cinturó de seguritat?
polar_question,Podeu menjar sopa de tomàquet amb un garrof?
polar_question,Podes comer sin boca?
polar_question,Podeu congelar el zumo d'orànge?
polar_question,Podeu freir les vegetables en una paella?
polar_question,Podes hacer crecer una barba en el pie?
polar_question,Podes saltar sobre un charco?
polar_question,Podeu tenir un cavall al seu interior de la casa?
polar_question,És possible fer pa amb el foc?
polar_question,Podeu raclear les seves hores amb un martillo?
polar_question,Podes andar en bici sin casco?
polar_question,Podes cavalgar un camello?
polar_question,Podeu tallar el beton?
polar_question,Podes veure en l'obscuritat sense una linterna?
polar_question,Podes dormir durante el día?
polar_question,Podes remover una cosa amb una espátula?
polar_question,Podeu allanar una roca?
polar_question,Podeu ensenyar a un gat a parlar?
polar_question,Podes tocar el codo con la nariz?
polar_question,Podeu usar una pala a la playa?
polar_question,Podes portar una corbata?
polar_question,Podes llevar pijama a la escuela/trabajo?
polar_question,Quin era el que podia dir-ho això?
polar_question,Estava amb una sonrisa al roreg?
polar_question,Estava amb la càmera?
polar_question,El boss va prendre nota del error?
polar_question,El imprimidor ha fallado?
polar_question,E dançaven bé?
polar_question,Han trobat la resposta?
polar_question,¿Han olvidado sus entradas?
polar_question,S'ha sentit mal?
polar_question,Vaig a parc?
polar_question,Veus de John ieri?
polar_question,Els astronautes treballen a les superfícies alimentárl·la?
polar_question,Els nens necessiten que li trobi la seva xarxa?
polar_question,"Els petits de les aves, els rebents, els són alimentats per la seva matèria?"
polar_question,Els papillons ranneixen ràpidament?
polar_question,Els automóixos tenen motors?
polar_question,Els gat amb a fer de l'arbre?
polar_question,Els nens juguen amb joves?
polar_question,Els ordinadors ens ajuden a trobar informació?
polar_question,Viven els elefants a l'oceà?
polar_question,Eliminen los borradores los borradores de lápiz?
polar_question,Els extintors d'incendi ajudaven els bombero?
polar_question,Els jugadors de futbol utilitzen bastons?
polar_question,Porten els cavalls calçes?
polar_question,Els कपड़े noi es ensuinaven?
polar_question,Els pilots volen els avions de paper?
polar_question,Donen les plantes de portar-se gloses?
polar_question,Els temporal afecten les cases?
polar_question,Els professors li ajudaven a aprendre?
polar_question,Volum a una escola si hi ha una emergència?
polar_question,Comolem de carn de buex?
polar_question,Quin necessităm les nostres mans per tocar un instrument musical?
polar_question,Volem més diners?
polar_question,Quin són les conseqüències de no fer la seva zona de lavació?
polar_question,Estuiu en acconsent?
polar_question,Creus que m'hi creus?
polar_question,Mastiques la sopa?
polar_question,Practiques yoga?
polar_question,Velec carn de buey?
polar_question,Venguts quan vaig a ninar?
polar_question,Tens un carro?
polar_question,Tens un animal de compania?
polar_question,Tens un problema?
polar_question,Has de tornar a casa?
polar_question,Tens un carro?
polar_question,Deixes de coses a la corba que esquinen?
polar_question,Utilitza patines de rollabàs a l'erba?
polar_question,Voleu una cosa a tomar?
polar_question,Voleu més diners?
polar_question,Una perópera té més suc que una banana?
polar_question,Lee cada dia?
polar_question,Dona de neva durant l'estiu?
polar_question,El meu can esquia fort?
polar_question,Afeguda d’un lloc de treball?
polar_question,I li troba amb tennis?
polar_question,El sol fa que les coses esquenten?
polar_question,El yogurt se estropea si no se guarda en la nevera?
polar_question,El teu aniversari és sempre elogi el mateix dia?
polar_question,El seu can esquia fort?
polar_question,Ha estat despedit John?
polar_question,Ha estat treballant aquí?
polar_question,Ha hagut una cirurgia?
polar_question,Ha fet les chores de la casa?
polar_question,Ha treballat?
polar_question,S'ha aprovat el ordre?
polar_question,S'han terminat?
polar_question,Has hagut el petit-déjeuner aïem?
polar_question,Tens un carro?
polar_question,Tens un bolígrafo?
polar_question,Has visto a Michael?
polar_question,"Si és de juny, és calent al Pol Nord?"
polar_question,"Si algú té lacrimes, és trist?"
polar_question,"Si una persona sonríe, ¿está triste?"
polar_question,"Si una cosa és liviana, s’enfonarà?"
polar_question,"Si una cosa és saborosa, és mala?"
polar_question,"Si algo huele, ¿es maloliente?"
polar_question,"Si hi ha lava a terra, és inverno."
polar_question,"Si hi ha neve al ras de terra, és d'estiu?"
polar_question,"Si rompes un ous, ¿podemos arreglarlo?"
polar_question,"Si te has cortado muy mal, ¿deberías ir al dentista?"
polar_question,"Si tens una bola, pots jugar a cagar-la?"
polar_question,"Si et ten una brújula, et donen de joal·lia?"
polar_question,"Si tens un bolígrafo i un paper, puc escriure el teu nom?"
polar_question,"Si tens aigua hirviendo, és calenta?"
polar_question,"Si tens una camisa rasgada, la unirías de nuevo con grapas?"
polar_question,"Si vols veure una pel·lícula, què vols que faci una banc?"
polar_question,"Si volèries calentats, què et passaria a fer? Dir-vos que beureu chocolate calent."
polar_question,"Si fos foss a un restaurant, veuria clowes?"
polar_question,"Si fos foss una abeja, podries cantar?"
polar_question,"Si fos fossit un animal, ¿tienes anellos?"
polar_question,"Si fossegà constructor, usaria un martillo?"
polar_question,"Si fos foss cat, tingueria tres patès?"
polar_question,"Si fos fossat una oruga, tinguarian-hi les pates?"
polar_question,"Si fos fosses una esclusa, podrieseis ninar?"
polar_question,"Si fos fosses un ordinador, estaria viu?"
polar_question,"Si fos foss un peix, podries saltar?"
polar_question,"Si fos fossit un cavall, podrías hacer un sonatge?"
polar_question,"Si fos foss un shark, com que comia peix?"
polar_question,"Si fos fossat un lert, viuria en el fang?"
